"Team","Year","Value Column Name","Value"
"France","2000","Female Participants%","0.373134328358209"
"France","2002","Total No. of Medals Won for Women","5"
"France","2002","No. of Gold Medals won By Female","2"
"France","2002","Medals Won By Women %","0.38461538461538464"
"France","2002","Total No. of Female Participants","25"
"France","2002","Female Participants%","0.24271844660194175"
"France","2004","Total No. of Medals Won for Women","22"
"France","2004","No. of Gold Medals won By Female","3"
"France","2004","Medals Won By Women %","0.41509433962264153"
"France","2004","Total No. of Female Participants","113"
"France","2004","Female Participants%","0.36807817589576547"
"France","2006","Total No. of Medals Won for Women","6"
"France","2006","No. of Gold Medals won By Female","1"
"France","2006","Medals Won By Women %","0.4"
"France","2006","Total No. of Female Participants","30"
"France","2006","Female Participants%","0.38461538461538464"
"France","2008","Total No. of Medals Won for Women","10"
"France","2008","No. of Gold Medals won By Female","1"
"France","2008","Medals Won By Women %","0.12987012987012986"
"France","2008","Total No. of Female Participants","121"
"France","2008","Female Participants%","0.39285714285714285"
"France","2010","Total No. of Medals Won for Women","8"
"France","2010","No. of Gold Medals won By Female","0"
"France","2010","Medals Won By Women %","0.5714285714285714"
"France","2010","Total No. of Female Participants","35"
"France","2010","Female Participants%","0.35"
"France","2012","Total No. of Medals Won for Women","31"
"France","2012","No. of Gold Medals won By Female","4"
"France","2012","Medals Won By Women %","0.3974358974358974"
"France","2012","Total No. of Female Participants","142"
"France","2012","Female Participants%","0.43962848297213625"
"France","2014","Total No. of Medals Won for Women","3"
"France","2014","No. of Gold Medals won By Female","0"
"France","2014","Medals Won By Women %","0.16666666666666666"
"France","2014","Total No. of Female Participants","38"
"France","2014","Female Participants%","0.3838383838383838"
"France","2016","Total No. of Medals Won for Women","28"
"France","2016","No. of Gold Medals won By Female","4"
"France","2016","Medals Won By Women %","0.2916666666666667"
"France","2016","Total No. of Female Participants","167"
"France","2016","Female Participants%","0.4282051282051282"
"Sweden","1998","Total No. of Medals Won for Women","6"
"Sweden","1998","No. of Gold Medals won By Female","0"
"Sweden","1998","Medals Won By Women %","0.8571428571428571"
"Sweden","1998","Total No. of Female Participants","46"
"Sweden","1998","Female Participants%","0.46464646464646464"
"Sweden","2000","Total No. of Medals Won for Women","10"
"Sweden","2000","No. of Gold Medals won By Female","1"
"Sweden","2000","Medals Won By Women %","0.3125"
"Sweden","2000","Total No. of Female Participants","52"
"Sweden","2000","Female Participants%","0.348993288590604"
"Sweden","2002","Total No. of Medals Won for Women","24"
"Sweden","2002","No. of Gold Medals won By Female","0"
"Sweden","2002","Medals Won By Women %","0.9230769230769231"
"Sweden","2002","Total No. of Female Participants","46"
"Sweden","2002","Female Participants%","0.45098039215686275"
"Sweden","2004","Total No. of Medals Won for Women","4"
"Sweden","2004","No. of Gold Medals won By Female","1"
"Sweden","2004","Medals Won By Women %","0.3333333333333333"
"Sweden","2004","Total No. of Female Participants","53"
"Sweden","2004","Female Participants%","0.4608695652173913"
"Sweden","2006","Total No. of Medals Won for Women","32"
"Sweden","2006","No. of Gold Medals won By Female","8"
"Sweden","2006","Medals Won By Women %","0.5"
"Sweden","2006","Total No. of Female Participants","43"
"Sweden","2006","Female Participants%","0.4056603773584906"
"Sweden","2008","Total No. of Medals Won for Women","1"
"Sweden","2008","No. of Gold Medals won By Female","0"
"Sweden","2008","Medals Won By Women %","0.2"
"Sweden","2008","Total No. of Female Participants","73"
"Sweden","2008","Female Participants%","0.5983606557377049"
"Sweden","2010","Total No. of Medals Won for Women","9"
"Sweden","2010","No. of Gold Medals won By Female","5"
"Sweden","2010","Medals Won By Women %","0.5"
"Sweden","2010","Total No. of Female Participants","44"
"Sweden","2010","Female Participants%","0.43564356435643564"
"Sweden","2012","Total No. of Medals Won for Women","2"
"Sweden","2012","No. of Gold Medals won By Female","0"
"Sweden","2012","Medals Won By Women %","0.09090909090909091"
"Sweden","2012","Total No. of Female Participants","78"
"Sweden","2012","Female Participants%","0.5864661654135338"
"Sweden","2014","Total No. of Medals Won for Women","13"
"Sweden","2014","No. of Gold Medals won By Female","4"
"Sweden","2014","Medals Won By Women %","0.2549019607843137"
"Sweden","2014","Total No. of Female Participants","43"
"Sweden","2014","Female Participants%","0.43434343434343436"
"Sweden","2016","Total No. of Medals Won for Women","25"
"Sweden","2016","No. of Gold Medals won By Female","2"
"Sweden","2016","Medals Won By Women %","0.8928571428571429"
"Sweden","2016","Total No. of Female Participants","86"
"Sweden","2016","Female Participants%","0.5733333333333334"
"Italy","1998","Total No. of Medals Won for Women","7"
"Italy","1998","No. of Gold Medals won By Female","1"
"Italy","1998","Medals Won By Women %","0.4666666666666667"
"Italy","1998","Total No. of Female Participants","32"
"Italy","1998","Female Participants%","0.32989690721649484"
"Italy","2000","Total No. of Medals Won for Women","13"
"Italy","2000","No. of Gold Medals won By Female","8"
"Italy","2000","Medals Won By Women %","0.2"
"Italy","2000","Total No. of Female Participants","111"
"Italy","2000","Female Participants%","0.31092436974789917"
"Italy","2002","Total No. of Medals Won for Women","8"
"Italy","2002","No. of Gold Medals won By Female","3"
"Italy","2002","Medals Won By Women %","0.42105263157894735"
"Italy","2002","Total No. of Female Participants","44"
"Italy","2002","Female Participants%","0.4536082474226804"
"Italy","2004","Total No. of Medals Won for Women","26"
"Italy","2004","No. of Gold Medals won By Female","14"
"Italy","2004","Medals Won By Women %","0.25"
"Italy","2004","Total No. of Female Participants","134"
"Italy","2004","Female Participants%","0.3691460055096419"
"Italy","2006","Total No. of Medals Won for Women","8"
"Italy","2006","No. of Gold Medals won By Female","0"
"Italy","2006","Medals Won By Women %","0.38095238095238093"
"Italy","2006","Total No. of Female Participants","67"
"Italy","2006","Female Participants%","0.42138364779874216"
"Italy","2008","Total No. of Medals Won for Women","14"
"Italy","2008","No. of Gold Medals won By Female","4"
"Italy","2008","Medals Won By Women %","0.3333333333333333"
"Italy","2008","Total No. of Female Participants","129"
"Italy","2008","Female Participants%","0.3885542168674699"
"Italy","2010","Total No. of Medals Won for Women","1"
"Italy","2010","No. of Gold Medals won By Female","0"
"Italy","2010","Medals Won By Women %","0.2"
"Italy","2010","Total No. of Female Participants","38"
"Italy","2010","Female Participants%","0.3838383838383838"
"Italy","2012","Total No. of Medals Won for Women","16"
"Italy","2012","No. of Gold Medals won By Female","6"
"Italy","2012","Medals Won By Women %","0.23529411764705882"
"Italy","2012","Total No. of Female Participants","123"
"Italy","2012","Female Participants%","0.4377224199288256"
"Italy","2014","Total No. of Medals Won for Women","9"
"Italy","2014","No. of Gold Medals won By Female","0"
"Italy","2014","Medals Won By Women %","0.6428571428571429"
"Italy","2014","Total No. of Female Participants","42"
"Italy","2014","Female Participants%","0.39622641509433965"
"Italy","2016","Total No. of Medals Won for Women","23"
"Italy","2016","No. of Gold Medals won By Female","1"
"Italy","2016","Medals Won By Women %","0.32857142857142857"
"Italy","2016","Total No. of Female Participants","141"
"Italy","2016","Female Participants%","0.46229508196721314"
"Romania","1998","Total No. of Medals Won for Women","0"
"Romania","1998","No. of Gold Medals won By Female","0"
"Romania","1998","Medals Won By Women %",
"Romania","1998","Total No. of Female Participants","4"
"Romania","1998","Female Participants%","0.2857142857142857"
"Romania","2000","Total No. of Medals Won for Women","37"
"Romania","2000","No. of Gold Medals won By Female","23"
"Romania","2000","Medals Won By Women %","0.8043478260869565"
"Romania","2000","Total No. of Female Participants","74"
"Romania","2000","Female Participants%","0.5103448275862069"
"Romania","2002","Total No. of Medals Won for Women","0"
"Romania","2002","No. of Gold Medals won By Female","0"
"Romania","2002","Medals Won By Women %",
"Romania","2002","Total No. of Female Participants","10"
"Romania","2002","Female Participants%","0.5"
"Romania","2004","Total No. of Medals Won for Women","27"
"Romania","2004","No. of Gold Medals won By Female","23"
"Romania","2004","Medals Won By Women %","0.6923076923076923"
"Romania","2004","Total No. of Female Participants","58"
"Romania","2004","Female Participants%","0.5370370370370371"
"Romania","2006","Total No. of Medals Won for Women","0"
"Romania","2006","No. of Gold Medals won By Female","0"
"Romania","2006","Medals Won By Women %",
"Romania","2006","Total No. of Female Participants","9"
"Romania","2006","Female Participants%","0.47368421052631576"
"Romania","2008","Total No. of Medals Won for Women","21"
"Romania","2008","No. of Gold Medals won By Female","5"
"Romania","2008","Medals Won By Women %","0.9545454545454546"
"Romania","2008","Total No. of Female Participants","61"
"Romania","2008","Female Participants%","0.6039603960396039"
"Romania","2010","Total No. of Medals Won for Women","0"
"Romania","2010","No. of Gold Medals won By Female","0"
"Romania","2010","Medals Won By Women %",
"Romania","2010","Total No. of Female Participants","14"
"Romania","2010","Female Participants%","0.5833333333333334"
"Romania","2012","Total No. of Medals Won for Women","10"
"Romania","2012","No. of Gold Medals won By Female","1"
"Romania","2012","Medals Won By Women %","0.625"
"Romania","2012","Total No. of Female Participants","50"
"Romania","2012","Female Participants%","0.47619047619047616"
"Romania","2014","Total No. of Medals Won for Women","0"
"Romania","2014","No. of Gold Medals won By Female","0"
"Romania","2014","Medals Won By Women %",
"Romania","2014","Total No. of Female Participants","7"
"Romania","2014","Female Participants%","0.3181818181818182"
"Romania","2016","Total No. of Medals Won for Women","13"
"Romania","2016","No. of Gold Medals won By Female","4"
"Romania","2016","Medals Won By Women %","0.8125"
"Romania","2016","Total No. of Female Participants","60"
"Romania","2016","Female Participants%","0.6382978723404256"
"Brazil","1998","Total No. of Medals Won for Women","0"
"Brazil","1998","No. of Gold Medals won By Female","0"
"Brazil","1998","Medals Won By Women %",
"Brazil","1998","Total No. of Female Participants","0"
"Brazil","1998","Female Participants%","0"
"Brazil","2000","Total No. of Medals Won for Women","24"
"Brazil","2000","No. of Gold Medals won By Female","0"
"Brazil","2000","Medals Won By Women %","0.5714285714285714"
"Brazil","2000","Total No. of Female Participants","88"
"Brazil","2000","Female Participants%","0.4631578947368421"
"Brazil","2002","Total No. of Medals Won for Women","0"
"Brazil","2002","No. of Gold Medals won By Female","0"
"Brazil","2002","Medals Won By Women %",
"Brazil","2002","Total No. of Female Participants","2"
"Brazil","2002","Female Participants%","0.2"
"Brazil","2004","Total No. of Medals Won for Women","17"
"Brazil","2004","No. of Gold Medals won By Female","0"
"Brazil","2004","Medals Won By Women %","0.4722222222222222"
